Name,Date,State
Snowhill,02/02/1903,North Carolina
Solitude,01/01/1904,North Carolina
South Washington,04/15/1904,North Carolina
Southcreek,06/01/1904,North Carolina
Speed,06/01/1904,North Carolina
Speights Bridge,02/02/1903,North Carolina
Stanley,10/15/1904,North Carolina
Statesville,04/01/1902,North Carolina
Stedman,11/01/1904,North Carolina
Stem,11/02/1903,North Carolina
Stokesdale,04/01/1903,North Carolina
Stoneville,04/01/1903,North Carolina
Stonypoint,10/01/1903,North Carolina
Summerfield,10/15/1902,North Carolina
Sunbury,10/15/1904,North Carolina
Supply,09/01/1904,North Carolina
Swanquarter,01/01/1904,North Carolina
Sylvester,10/01/1904,North Carolina
Tabor,07/01/1904,North Carolina
Tarboro,09/01/1903,North Carolina
Tarheel,11/15/1904,North Carolina
Taylor,05/16/1904,North Carolina
Taylorsville,03/01/1902,North Carolina
Thomasville,09/01/1903,North Carolina
Thompsonville,12/01/1904,North Carolina
Tillery,06/01/1904,North Carolina
Timberlake,11/01/1904,North Carolina
Tobaccoville,04/01/1903,North Carolina
Traphill,11/01/1904,North Carolina
Trenton,02/02/1903,North Carolina
Trinity,01/15/1904,North Carolina
Troutmans,04/01/1903,North Carolina
Turkey,04/01/1902,North Carolina
Tyner,05/16/1904,North Carolina
Unionridge,09/15/1904,North Carolina
Unionville,12/15/1904,North Carolina
Vanceboro,02/02/1903,North Carolina
Verona,06/01/1904,North Carolina
Vineland,04/01/1903,North Carolina
Wade,08/01/1904,North Carolina
Wadesboro,01/15/1904,North Carolina
Wake Forest,01/01/1902,North Carolina
Wakefield,03/02/1903,North Carolina
Wallace,04/01/1903,North Carolina
Walnutcove,11/02/1903,North Carolina
Wards Mill,06/01/1904,North Carolina
Warren Plains,10/01/1904,North Carolina
Warsaw,04/01/1902,North Carolina
Washington,04/01/1902,North Carolina
Waugh,12/15/1904,North Carolina
Waxhaw,02/01/1902,North Carolina
Waynesville,12/02/1901,North Carolina
Wentworth,11/02/1903,North Carolina
Westfield,12/15/1904,North Carolina
Whitakers,07/01/1902,North Carolina
Whiteville,05/01/1902,North Carolina
Whittier,11/01/1902,North Carolina
Wilkesboro,11/01/1904,North Carolina
Willard,10/15/1904,North Carolina
Williams,12/15/1904,North Carolina
Williamston,11/01/1902,North Carolina
Willow Spring,10/01/1903,North Carolina
Wilmington,07/16/1900,North Carolina
Wilsons Mills,10/01/1903,North Carolina
Windsor,12/01/1904,North Carolina
Wingate,08/01/1904,North Carolina
Winston-Salem,02/01/1902,North Carolina
Winterville,11/01/1902,North Carolina
Woodland,01/01/1903,North Carolina
Woodleaf,10/15/1904,North Carolina
Woodsdale,05/16/1904,North Carolina
Yadkinville,01/15/1904,North Carolina
Yanceyville,09/01/1904,North Carolina
Youngsville,01/01/1902,North Carolina
